Title,Photographer,Studio Name,Studio Location,Original Creator,Date-EDTF,Date,Dates,Notes,Subjects,Location Depicted,Object Type,Physical Description,Negative Number,Digital Collection,Collection,Contributor,Repository,Ordering Information,Acquisition,Rights URI,Restrictions,Relation,Resource Identifier,Transmission Data,Type-DCMI,Institution,Photographer's Reference Number,Previous version of Title (6/2023),Previous version of Notes (6/2023),OCLC number,Date created,Date modified,Reference URL,CONTENTdm number,CONTENTdm file name,CONTENTdm file path
"Tanana man in canoe next to fish net, Tanana River, Alaska, 1914","Curtis, Asahel, 1874-1941",Asahel Curtis Photo Co.,United States--Washington (State)--Seattle,,1914,1914,1914,"Man in canoe alongside fishnet, in background is another canoe with woman.",Tanana Indians--Subsistence activities; Fishing--Alaska--Tanana River; Canoes--Alaska--Tanana River; Tanana River (Alaska),United States--Alaska--Tanana River,Photographs,,NA2486,American Indians of the Pacific Northwest Images,Asahel Curtis Klondike-Alaska Collection no. 519,University of Washington Libraries,University of Washington Libraries. Special Collections Division,"To order a reproduction, inquire about permissions, or for information about prices see:    http://www.lib.washington.edu/specialcollections/services/reproduction/reproduction   Please cite the Negative Number",,http://rightsstatements.org/vocab/CNE/1.0/,http://content.lib.washington.edu/aipnw/copyrights.html,http://content.lib.washington.edu/aipnw/,http://content.lib.washington.edu/cgi-bin/htmlview.exe?CISOROOT=/loc&CISOPTR=1449,Image/JPEG,StillImage,Special Collections,29151,,,,1/22/2003,10/30/2018,http://cdm16786.contentdm.oclc.org/cdm/ref/collection/loc/id/1449,1449,NA2486.jpg,/loc/image/NA2486.jpg
"Gitksan totem poles at Kitsegukla, Skeena River, British Columbia, 1930","Curtis, Asahel, 1874-1941",Asahel Curtis Photo Co.,United States--Washington (State)--Seattle,,1930,1930,1930,"Several totems in front of small houses; totem in center has a pole with long beak    Caption on image: 57108. Asahel Curtis.    On verso of image: Totem poles at Skeena crossing, at Kikequkla",Gitksan Indians--Arts & crafts; Totem poles--British Columbia--Kitsegukla; Wood carvings--British Columbia--Kitsegukla; Kitsegukla (B.C.); Skeena River (B.C.),Canada--British Columbia--Kitsegukla,photograph; image,,NA2500,American Indians of the Pacific Northwest Images,Asahel Curtis Klondike-Alaska Collection no. 519,University of Washington Libraries,University of Washington Libraries. Special Collections Division,"To order a reproduction, inquire about permissions, or for information about prices see:    http://www.lib.washington.edu/specialcollections/services/reproduction/reproduction   Please cite the Negative Number",,http://rightsstatements.org/vocab/InC/1.0/,http://content.lib.washington.edu/aipnw/copyrights.html,http://content.lib.washington.edu/aipnw/,http://content.lib.washington.edu/cgi-bin/htmlview.exe?CISOROOT=/loc&CISOPTR=1450,Image/JPEG,StillImage,Special Collections,57108,,,,1/22/2003,10/30/2018,http://cdm16786.contentdm.oclc.org/cdm/ref/collection/loc/id/1450,1450,NA2500.jpg,/loc/image/NA2500.jpg
"Tsimshian totem poles including carved bear, Kispiox, British Columbia, 1930","Curtis, Asahel, 1874-1941",Asahel Curtis Photo Co.,United States--Washington (State)--Seattle,,1930,1930,1930,"Totem poles in grass in front on houses; pole in foreground has carved bear figure on platform in front of pole; other poles in the background are topped by carved figures.    Caption on image: 57127. Asahel Curtis.    On verso of image: Dancing bear totem, in Kisprox [sic] village",Tsimshian Indians--Arts & crafts; Totem poles--British Columbia--Kispiox; Wood carvings--British Columbia--Kispiox; Kispiox (B.C.); Skeena River (B.C.),Canada--British Columbia--Kispiox,photograph; image,,NA2501,American Indians of the Pacific Northwest Images,Asahel Curtis Klondike-Alaska Collection no. 519,University of Washington Libraries,University of Washington Libraries. Special Collections Division,"To order a reproduction, inquire about permissions, or for information about prices see:    http://www.lib.washington.edu/specialcollections/services/reproduction/reproduction   Please cite the Negative Number",,http://rightsstatements.org/vocab/InC/1.0/,http://content.lib.washington.edu/aipnw/copyrights.html,http://content.lib.washington.edu/aipnw/,http://content.lib.washington.edu/cgi-bin/htmlview.exe?CISOROOT=/loc&CISOPTR=1451,Image/JPEG,StillImage,Special Collections,57127,,,,1/22/2003,10/30/2018,http://cdm16786.contentdm.oclc.org/cdm/ref/collection/loc/id/1451,1451,NA2501.jpg,/loc/image/NA2501.jpg
"Athapascan girl named Mary Ann Yacinth beading gloves, Alaska, 1930","Curtis, Asahel, 1874-1941",Asahel Curtis Photo Co.,United States--Washington (State)--Seattle,,1930,1930,1930,"Young woman in sweater & skirt sits on grass beading a gauntlet-type glove;  in front of her are several other gloves and a birch bark bowl. Some men and boys stand behind her, watching.    Caption on image: 57146. Asahel Curtis.    On verso of image: Mary Ann Yacinth, 10-year old glove-maker. Athabakan girl with beaded gloves and birch bark bowl","Yacinth, Mary Ann; Portraits--Alaska; Athapascan Indians--Arts & crafts; Athapascan Indians--Children",United States--Alaska,photograph; image,,NA2502,American Indians of the Pacific Northwest Images,Asahel Curtis Klondike-Alaska Collection no. 519,University of Washington Libraries,University of Washington Libraries. Special Collections Division,"To order a reproduction, inquire about permissions, or for information about prices see:    http://www.lib.washington.edu/specialcollections/services/reproduction/reproduction   Please cite the Negative Number",,http://rightsstatements.org/vocab/InC/1.0/,http://content.lib.washington.edu/aipnw/copyrights.html,http://content.lib.washington.edu/aipnw/,http://content.lib.washington.edu/cgi-bin/htmlview.exe?CISOROOT=/loc&CISOPTR=1452,Image/JPEG,StillImage,Special Collections,57146,,,,1/22/2003,10/30/2018,http://cdm16786.contentdm.oclc.org/cdm/ref/collection/loc/id/1452,1452,NA2502.jpg,/loc/image/NA2502.jpg
"Tlingit totem poles on porch, flanking stairs leading to home,  Wrangell, Alaska, 1899","Curtis, Edward S., 1868-1952",,,,1899,1899,1899,"Two unpainted Tlingit totem poles flanking the stairs leading up to a large two-story home at  Wrangell, Alaska, seen from an angle, with house next door visible. Same poles in NA2177, NA2181, NA2541.    Caption on image: Curtis x198. Copyrighted 1899. E. H. Harriman    Caption on mount: Totem poles in Wrangell",Tlingit Indians--Arts & crafts; Totem poles--Alaska--Wrangell; Wood carvings--Alaska--Wrangell; Wrangell (Alaska); Harriman Alaska Expedition (1899),United States--Alaska--Wrangell,photograph; image,,NA2092,American Indians of the Pacific Northwest Images,Harriman Alaska Expedition Collection no. 333,University of Washington Libraries,University of Washington Libraries. Special Collections Division,"To order a reproduction, inquire about permissions, or for information about prices see:    http://www.lib.washington.edu/specialcollections/services/reproduction/reproduction   Please cite the Negative Number",,http://rightsstatements.org/vocab/CNE/1.0/,http://content.lib.washington.edu/aipnw/copyrights.html,http://content.lib.washington.edu/aipnw/,http://content.lib.washington.edu/cgi-bin/htmlview.exe?CISOROOT=/loc&CISOPTR=1453,Image/JPEG,StillImage,Special Collections,x198,,,,1/22/2003,10/30/2018,http://cdm16786.contentdm.oclc.org/cdm/ref/collection/loc/id/1453,1453,NA2092.jpg,/loc/image/NA2092.jpg
"Tlingit totem poles in front of Chief Shakes' house, Wrangell, Alaska, 1899","Curtis, Edward S., 1868-1952",,,,1899,1899,1899,"Two Tlingit totem poles, one of a whale, the other a crouching bear, in yard of home at  Fort Wrangell Alaska. Poles are in ground in front of house on waterfront. Same poles in NA2093, NA2528, NA2576, NA2743, NA2744, NA2961, NA3700, NA3701    Caption on image: Curtis x197. Copyrighted 1899. E. H. Harriman    Caption on mount: Chief Shake's house, Wrangell",Shakes family--Homes & haunts; Dwellings--Alaska--Wrangell; Tlingit Indians--Arts & crafts; Totem poles--Alaska--Wrangell; Wrangell (Alaska); Harriman Alaska Expedition (1899),United States--Alaska--Wrangell,photograph; image,,NA2093,American Indians of the Pacific Northwest Images,Harriman Alaska Expedition Collection no. 333,University of Washington Libraries,University of Washington Libraries. Special Collections Division,"To order a reproduction, inquire about permissions, or for information about prices see:    http://www.lib.washington.edu/specialcollections/services/reproduction/reproduction   Please cite the Negative Number",,http://rightsstatements.org/vocab/CNE/1.0/,http://content.lib.washington.edu/aipnw/copyrights.html,http://content.lib.washington.edu/aipnw/,http://content.lib.washington.edu/cgi-bin/htmlview.exe?CISOROOT=/loc&CISOPTR=1454,Image/JPEG,StillImage,Special Collections,x197,,,,1/22/2003,10/30/2018,http://cdm16786.contentdm.oclc.org/cdm/ref/collection/loc/id/1454,1454,NA2093.jpg,/loc/image/NA2093.jpg
"Tlingit seal hunters beach camp, Glacier Bay, Alaska, 1899","Curtis, Edward S., 1868-1952",,,,1899,1899,1899,"Canoes pulled up on beach in front of small huts, as men move about camp.    Caption on image: Curtis x223a. Copyrighted 1899. E. H. Harriman    Caption on mount: Sealer's camp in Glacier Bay",Tlingit Indians--Subsistence activities; Tlingit Indians--Structures; Indian encampments--Alaska--Glacier Bay; Canoes--Alaska--Glacier Bay; Glacier Bay (Alaska); Harriman Alaska Expedition (1899),United States--Alaska--Glacier Bay,photograph; image,,NA2094,American Indians of the Pacific Northwest Images,Harriman Alaska Expedition Collection no. 333,University of Washington Libraries,University of Washington Libraries. Special Collections Division,"To order a reproduction, inquire about permissions, or for information about prices see:    http://www.lib.washington.edu/specialcollections/services/reproduction/reproduction   Please cite the Negative Number",,http://rightsstatements.org/vocab/CNE/1.0/,http://content.lib.washington.edu/aipnw/copyrights.html,http://content.lib.washington.edu/aipnw/,http://content.lib.washington.edu/cgi-bin/htmlview.exe?CISOROOT=/loc&CISOPTR=1455,Image/JPEG,StillImage,Special Collections,x223a,,,,1/22/2003,10/30/2018,http://cdm16786.contentdm.oclc.org/cdm/ref/collection/loc/id/1455,1455,NA2094.jpg,/loc/image/NA2094.jpg
"Tlingit seal hunter's hut on the beach, Glacier Bay, Alaska, 1899","Curtis, Edward S., 1868-1952",,,,1899,1899,1899,"Small driftwood hut on pebbly beach; man and woman sit in front, with a bucket between them.     Caption on image: Curtis x224. Copyrighted 1899. E. H. Harriman    Caption on mount: A Sealer's shack, Glacier Bay",Tlingit Indians--Subsistence activities; Tlingit Indians--Structures; Indian encampments--Alaska--Glacier Bay; Glacier Bay (Alaska); Harriman Alaska Expedition (1899),United States--Alaska--Glacier Bay,photograph; image,,NA2095,American Indians of the Pacific Northwest Images,Harriman Alaska Expedition Collection no. 333,University of Washington Libraries,University of Washington Libraries. Special Collections Division,"To order a reproduction, inquire about permissions, or for information about prices see:    http://www.lib.washington.edu/specialcollections/services/reproduction/reproduction   Please cite the Negative Number",,http://rightsstatements.org/vocab/CNE/1.0/,http://content.lib.washington.edu/aipnw/copyrights.html,http://content.lib.washington.edu/aipnw/,http://content.lib.washington.edu/cgi-bin/htmlview.exe?CISOROOT=/loc&CISOPTR=1456,Image/JPEG,StillImage,Special Collections,x224,,,,1/22/2003,10/30/2018,http://cdm16786.contentdm.oclc.org/cdm/ref/collection/loc/id/1456,1456,NA2095.jpg,/loc/image/NA2095.jpg
"Tlingit seal hunters being towed in a canoe, Glacier Bay, Alaska, 1899","Curtis, Edward S., 1868-1952",,,,1899,1899,1899,"Two men in loaded canoe being pulled across bay; man in front holds towline.     Caption on image: Curtis x225. Copyrighted 1899. E. H. Harriman    Caption on mount: Sealer's in tow,  Glacier Bay",Tlingit Indians--Subsistence activities; Hunting--Alaska--Glacier Bay; Canoes--Alaska--Glacier Bay; Glacier Bay (Alaska); Harriman Alaska Expedition (1899),United States--Alaska--Glacier Bay,photograph; image,,NA2096,American Indians of the Pacific Northwest Images,Harriman Alaska Expedition Collection no. 333,University of Washington Libraries,University of Washington Libraries. Special Collections Division,"To order a reproduction, inquire about permissions, or for information about prices see:    http://www.lib.washington.edu/specialcollections/services/reproduction/reproduction   Please cite the Negative Number",,http://rightsstatements.org/vocab/CNE/1.0/,http://content.lib.washington.edu/aipnw/copyrights.html,http://content.lib.washington.edu/aipnw/,http://content.lib.washington.edu/cgi-bin/htmlview.exe?CISOROOT=/loc&CISOPTR=1457,Image/JPEG,StillImage,Special Collections,x225,,,,1/22/2003,10/30/2018,http://cdm16786.contentdm.oclc.org/cdm/ref/collection/loc/id/1457,1457,NA2096.jpg,/loc/image/NA2096.jpg
"Tlingit tribal building with wall painting, Sitka, Alaska, 1899","Curtis, Edward S., 1868-1952",,,,1899,1899,1899,"Building has large Tlingit mural and a sign ""Annahootz, head of the Sitka Tribe"".  Other buildings can be seen nearby. Mural also seen in NA2615    Caption on image: 42     Caption on mount: Old Museum, Sitka",Tlingit Indians--Arts & crafts; Tlingit Indians--Structures,United States--Alaska--Sitka,photograph; image,,NA2097,American Indians of the Pacific Northwest Images,Harriman Alaska Expedition Collection no. 333,University of Washington Libraries,University of Washington Libraries. Special Collections Division,"To order a reproduction, inquire about permissions, or for information about prices see:    http://www.lib.washington.edu/specialcollections/services/reproduction/reproduction   Please cite the Negative Number",,http://rightsstatements.org/vocab/CNE/1.0/,http://content.lib.washington.edu/aipnw/copyrights.html,http://content.lib.washington.edu/aipnw/,http://content.lib.washington.edu/cgi-bin/htmlview.exe?CISOROOT=/loc&CISOPTR=1458,Image/JPEG,StillImage,Special Collections,42,,,,1/22/2003,10/30/2018,http://cdm16786.contentdm.oclc.org/cdm/ref/collection/loc/id/1458,1458,NA2097.jpg,/loc/image/NA2097.jpg
"Tlingit canoes in Yakutat Bay, Yakutat Alaska, 1899","Harriman, Edward Henry, 1848-1909  Devereux, W. B.",,,,1899,1899,1899,"Two photos on mount. Photo on right (no.24) by W.B.     Devereux, Yakutat men and boy in two canoes pulled up beside   a large expedition boat. Photo on left (no. 67) by Edward D.   Harriman, two men paddle a pair of canoes across water with    ice floes.    Caption on mount: Yakutats.",Tlingit Indians--Transportation; Canoes--Alaska--Yakutat; Yakutat (Alaska),United States--Alaska--Yakutat,photograph; image,,NA2098,American Indians of the Pacific Northwest Images,Harriman Alaska Expedition Collection no. 333,University of Washington Libraries,University of Washington Libraries. Special Collections Division,"To order a reproduction, inquire about permissions, or for information about prices see:    http://www.lib.washington.edu/specialcollections/services/reproduction/reproduction   Please cite the Negative Number",,http://rightsstatements.org/vocab/CNE/1.0/,http://content.lib.washington.edu/aipnw/copyrights.html,http://content.lib.washington.edu/aipnw/,http://content.lib.washington.edu/cgi-bin/htmlview.exe?CISOROT=/loc&CISOPTR=1459,Image/JPEG,StillImage,Special Collections,"67, 24",,,,1/22/2003,10/30/2018,http://cdm16786.contentdm.oclc.org/cdm/ref/collection/loc/id/1459,1459,NA2098.jpg,/loc/image/NA2098.jpg
