Title	Author	Publisher	Place of Publication	Date-EDTF	Date of Publication	Dates	Notes	Subjects	Geographical Subjects	Object Type	Original Source	Contributor	Repository	Acquisition	Rights URI	Restrictions	Relation	Transmission Data	Institution	Cataloging	Type-DCMI	Digital Collection	OCLC number	Date created	Date modified	Reference URL	CONTENTdm number	CONTENTdm file name	CONTENTdm file path
Report of Colville Agency	Cole, Hal J.	United States.  Office of the Commissioner of Indian Affairs	United States--Washington, D.C.		1889		Colville Indian Agency, Washington, August 15, 1889&lt;BR&gt;Report to Commissioner of Indian Affairs	Indians of North America--Domestic animals; Indians of North America--Economic conditions; Indians of North America--Social conditions; Skitswish Indians; Spokane Indians; Kalispel Indians; Schools; Okanagan Indians; Sinkiuse-Columbia Indians; Sanpoil Indians; Indians of North America--Education; Whiskey industry; Crime; Criminal justice, Administration of; Murder; Indian criminals; Public buildings; Indian courts; Indian police; Indians of North America--Health and hygiene; Indians of North America--Medicine; Shamans; Indian reservations--Employees; Indians of North America--Agriculture	United States--Washington (State)--Colville Indian Reservation	text; report	Fifty-Eighth Annual Report of the Commissioner of Indian Affairs to the Secretary of the Interior.  1889, p. 282-285	University of Washington Libraries	University of Washington Libraries	Scanned from bound volumes using a Minolta PS-3000 scanner at 400 dpi at a bit depth of one bit per pixel.&lt;BR&gt;Cropped, sharpened, resized and color-channel balanced in Adobe Photoshop 5.0 and saved in .gif format.		http://content.lib.washington.edu/aipnw/copyrights.html	http://content.lib.washington.edu/aipnw	text/xml (Content 2.3)	Special Collections			American Indians of the Pacific Northwest -- Textual Portion		2/8/2014	2/8/2014	http://cdm16786.contentdm.oclc.org/cdm/ref/collection/lctext/id/959	959	959.cpd	/lctext/image/959.cpd
Report of Colville Agency	Cole, Hal J.	United States.  Office of the Commissioner of Indian Affairs	United States--Washington, D.C.		1890		Colville Indian Agency, Washington, August 11, 1890&lt;BR&gt;Report to Commissioner of Indian Affairs&lt;BR&gt;Alternative tribal name forms: Coeur d'Alene Indians, Lake Indians	Indians of North America--Economic conditions; Indians of North America--Census; Indians of North America--Population; Skitswish Indians; Spokane Indians; Okanagan Indians; Colville Indians; Sinkiuse-Columbia Indians; Nez Perce Indians; Sanpoil Indians; Kalispel Indians; Missionaries; Presbyterian Church--Missions; Indians of North America--Education; Schools; Boarding schools; Public buildings; Indian allotments; Indians of North America--Land tenure; Interracial marriage; Seed crops; Indians of North America--Alcohol use; Whiskey industry; Crime; Indian police; Indians of North America--Diseases; Indians of North America--Health and hygiene; Indian courts; Mills and mill-work; Sawmills; Gristmills; Indians of North America--Agriculture	United States--Washington (State)--Colville Indian Reservation	text; report	Fifty-Ninth Annual Report of the Commissioner of Indian Affairs to the Secretary of the Interior.  1890, p. 216-222	University of Washington Libraries	University of Washington Libraries	Scanned from bound volumes using a Minolta PS-3000 scanner at 400 dpi at a bit depth of one bit per pixel.&lt;BR&gt;Cropped, sharpened, resized and color-channel balanced in Adobe Photoshop 5.0 and saved in .gif format.		http://content.lib.washington.edu/aipnw/copyrights.html	http://content.lib.washington.edu/aipnw	text/xml (Content 2.3)	Special Collections			American Indians of the Pacific Northwest -- Textual Portion		11/18/2015	11/18/2015	http://cdm16786.contentdm.oclc.org/cdm/ref/collection/lctext/id/978	978	978.cpd	/lctext/image/978.cpd
Report of Colville Agency	Cole, Hal J.	United States.  Office of the Commissioner of Indian Affairs	United States--Washington, D.C.		1891		Colville Indian Agency, Washington, August 15, 1891&lt;BR&gt;Report to Commissioner of Indian Affairs&lt;BR&gt;Alternative tribal name forms: Coeur d'Alene Indians, Lake Indians	Skitswish Indians; Spokane Indians; Colville Indians; Okanagan Indians; Indian allotments; Indians of North America--Land tenure; Indians of North America--Economic conditions; Indians of North America--Social conditions; Sinkiuse-Columbia Indians; Indians of North America--Relocation; Nespelim Indians; Sanpoil Indians; Kalispel Indians; Indians of North America--Claims; Indian reservations--Law and legislation; Whiskey industry; Crime; Murder; Lynching; Medical care; Indians of North America--Health and hygiene; Indians of North America--Education; Indian courts; Indian police; Schools; Boarding schools; Missionaries; Presbyterian Church--Missions; Trespass; Indians of North America--Census; Sawmills; Gristmills; Nez Perce Indians; Indians of North America--Agriculture	United States--Washington (State)--Colville Indian Reservation&lt;BR&gt;United States--Idaho--Coeur d'Alene Indian Reservation	text; report	Sixtieth Annual Report of the Commissioner of Indian Affairs to the Secretary of the Interior.  1891, p. 440-447	University of Washington Libraries	University of Washington Libraries	Scanned from bound volumes using a Minolta PS-3000 scanner at 400 dpi at a bit depth of one bit per pixel.&lt;BR&gt;Cropped, sharpened, resized and color-channel balanced in Adobe Photoshop 5.0 and saved in .gif format.		http://content.lib.washington.edu/aipnw/copyrights.html	http://content.lib.washington.edu/aipnw	text/xml (Content 2.3)	Special Collections			American Indians of the Pacific Northwest -- Textual Portion		2/8/2014	2/8/2014	http://cdm16786.contentdm.oclc.org/cdm/ref/collection/lctext/id/997	997	997.cpd	/lctext/image/997.cpd
Indian Legislation -- Agreement with Coeur d'Alene	author not named	United States.  Office of the Commissioner of Indian Affairs	United States--Washington, D.C.		1891		Alternative tribal name forms: Coeur d'Alene Indians	Skitswish Indians; Indians of North America--Land tenure; Skitswish Indians--Treaties; Kalispel Indians; Indians of North America--Relocation; Catholic Church--Missions; Indian reservations--Law and legislation	United States--Idaho--Coeur d'Alene Indian Reservation	text; report	Sixtieth Annual Report of the Commissioner of Indian Affairs to the Secretary of the Interior.  1891, p. 655-660	University of Washington Libraries	University of Washington Libraries	Scanned from bound volumes using a Minolta PS-3000 scanner at 400 dpi at a bit depth of one bit per pixel.&lt;BR&gt;Cropped, sharpened, resized and color-channel balanced in Adobe Photoshop 5.0 and saved in .gif format.		http://content.lib.washington.edu/aipnw/copyrights.html	http://content.lib.washington.edu/aipnw	text/xml (Content 2.3)	Special Collections			American Indians of the Pacific Northwest -- Textual Portion		5/3/2019	5/3/2019	http://cdm16786.contentdm.oclc.org/cdm/ref/collection/lctext/id/1006	1006	1006.cpd	/lctext/image/1006.cpd
Indian Legislation -- Coeur d'Alenes	author not named	United States.  Office of the Commissioner of Indian Affairs	United States--Washington, D.C.		1892		Alternative tribal name forms: Coeur d'Alene Indians	Skitswish Indians; Indians of North America--Land tenure; Indian reservations--Law and legislation; Land settlement--Law and legislation	United States--Idaho--Coeur d'Alene Indian Reservation	text; report	Sixty-First Annual Report of the Commissioner of Indian Affairs to the Secretary of the Interior.  1892, p. 718	University of Washington Libraries	University of Washington Libraries	Scanned from bound volumes using a Minolta PS-3000 scanner at 400 dpi at a bit depth of one bit per pixel.&lt;BR&gt;Cropped, sharpened, resized and color-channel balanced in Adobe Photoshop 5.0 and saved in .gif format.		http://content.lib.washington.edu/aipnw/copyrights.html	http://content.lib.washington.edu/aipnw	text/xml (Content 2.3)	Special Collections			American Indians of the Pacific Northwest -- Textual Portion		5/3/2019	5/3/2019	http://cdm16786.contentdm.oclc.org/cdm/ref/collection/lctext/id/1029	1029	1029.cpd	/lctext/image/1029.cpd
Report of Colville Agency	Cole, Hal J.	United States.  Office of the Commissioner of Indian Affairs	United States--Washington, D.C.		1893		Colville Indian Agency, Washington, July 31, 1893&lt;BR&gt;Report to Commissioner of Indian Affairs&lt;BR&gt;Includes report of physician	Indians of North America--Census; Indians of North America--Population; Indians of North America--Alcohol use; Indians of North America--Education; Skitswish Indians; Spokane Indians; Colville Indians; Nez Perce Indians; Okanagan Indians; Sinkiuse-Columbia Indians; Nespelim Indians; Sanpoil Indians; Kalispel Indians; Whiskey industry; Crime; Murder; Indian courts; Schools; Boarding schools; Presbyterian Church--Missions; Catholic Church--Missions; Catholic schools; Church work with Indians; Public buildings; Indian allotments; Indians of North America--Health and hygiene; Indians of North America--Land tenure; Indians of North America--Diseases; Indian police; Roads; Indians of North America--Agriculture	United States--Idaho--Coeur d'Alene Indian Reservation&lt;BR&gt;United States--Washington (State)--Colville Indian Reservation	text; report	Sixty-Second Annual Report of the Commissioner of Indian Affairs to the Secretary of the Interior.  1893, p. 320-325	University of Washington Libraries	University of Washington Libraries	Scanned from bound volumes using a Minolta PS-3000 scanner at 400 dpi at a bit depth of one bit per pixel.&lt;BR&gt;Cropped, sharpened, resized and color-channel balanced in Adobe Photoshop 5.0 and saved in .gif format.		http://content.lib.washington.edu/aipnw/copyrights.html	http://content.lib.washington.edu/aipnw	text/xml (Content 2.3)	Special Collections			American Indians of the Pacific Northwest -- Textual Portion		2/8/2014	2/8/2014	http://cdm16786.contentdm.oclc.org/cdm/ref/collection/lctext/id/1053	1053	1053.cpd	/lctext/image/1053.cpd
Indian Legislation Passed During the Second Session of the Fifty-Second Congress -- Chap. 145--An act making appropriations for current and contingent expenses, and fulfilling treaty stipulations with Indian tribes, for fiscal year ending June thirtieth, eighteen hundred and ninety-four -- Coeur d'Alenes	author not named	United States.  Office of the Commissioner of Indian Affairs	United States--Washington, D.C.		1893		Alternative tribal name forms: Coeur d'Alene Indians	Indian reservations--Law and legislation; Indian reservations--Boundaries; Skitswish Indians; Indians of North America--Land tenure	United States--Idaho--Coeur d'Alene Indian Reservation	text; report	Sixty-Second Annual Report of the Commissioner of Indian Affairs to the Secretary of the Interior.  1893, p. 504	University of Washington Libraries	University of Washington Libraries	Scanned from bound volumes using a Minolta PS-3000 scanner at 400 dpi at a bit depth of one bit per pixel.&lt;BR&gt;Cropped, sharpened, resized and color-channel balanced in Adobe Photoshop 5.0 and saved in .gif format.		http://content.lib.washington.edu/aipnw/copyrights.html	http://content.lib.washington.edu/aipnw	text/xml (Content 2.3)	Special Collections			American Indians of the Pacific Northwest -- Textual Portion		5/3/2019	5/3/2019	http://cdm16786.contentdm.oclc.org/cdm/ref/collection/lctext/id/1064	1064	1064.cpd	/lctext/image/1064.cpd
Report of Colville Agency	Bubb, Jno. W.	United States.  Office of the Commissioner of Indian Affairs	United States--Washington, D.C.		1894		Colville Indian Agency, Miles, Washington, August 21, 1894&lt;BR&gt;Report to Commissioner of Indian Affairs&lt;BR&gt;Includes reports of physician, school superintendent	Indian reservations--Geography and maps; Skitswish Indians; Indian police; Indian courts; Criminal justice, Administration of; Crime; Murder; Whiskey industry; Schools; Boarding schools; Trade schools; Jesuits--Missions; Missionaries; Indian allotments; Indians of North America--Education; Indians of North America--Land tenure; Indians of North America--Health and hygiene; Indians of North America--Diseases; Indians of North America--Relocation; Spokane Indians; Roads; Indians of North America--Agriculture	United States--Idaho--Coeur d'Alene Indian Reservation&lt;BR&gt;United States--Washington (State)--Colville Indian Reservation&lt;BR&gt;United States--Washington (State)--Spokane Indian Reservation	text; report	Annual Report of the Commissioner of Indian Affairs.  1894, p. 311-316	University of Washington Libraries	University of Washington Libraries	Scanned from bound volumes using a Minolta PS-3000 scanner at 400 dpi at a bit depth of one bit per pixel.&lt;BR&gt;Cropped, sharpened, resized and color-channel balanced in Adobe Photoshop 5.0 and saved in .gif format.		http://content.lib.washington.edu/aipnw/copyrights.html	http://content.lib.washington.edu/aipnw	text/xml (Content 2.3)	Special Collections			American Indians of the Pacific Northwest -- Textual Portion		11/18/2015	11/18/2015	http://cdm16786.contentdm.oclc.org/cdm/ref/collection/lctext/id/1084	1084	1084.cpd	/lctext/image/1084.cpd
Indian Legislation -- Agreement with the Coeur d'Alene Indians in Idaho	author not named	United States.  Office of the Commissioner of Indian Affairs	United States--Washington, D.C.		1894		Alternative tribal name forms: Coeur d'Alene Indians	Indians of North America--Land tenure; Indians of North America--Claims; Skitswish Indians--Treaties; Skitswish Indians; Indian reservations--Law and legislation	United States--Idaho--Coeur d'Alene Indian Reservation	text; report	Annual Report of the Commissioner of Indian Affairs.  1894, p. 451-453	University of Washington Libraries	University of Washington Libraries	Scanned from bound volumes using a Minolta PS-3000 scanner at 400 dpi at a bit depth of one bit per pixel.&lt;BR&gt;Cropped, sharpened, resized and color-channel balanced in Adobe Photoshop 5.0 and saved in .gif format.		http://content.lib.washington.edu/aipnw/copyrights.html	http://content.lib.washington.edu/aipnw	text/xml (Content 2.3)	Special Collections			American Indians of the Pacific Northwest -- Textual Portion		5/3/2019	5/3/2019	http://cdm16786.contentdm.oclc.org/cdm/ref/collection/lctext/id/1094	1094	1094.cpd	/lctext/image/1094.cpd
Report of Colville Agency	Newman, George H.	United States.  Office of the Commissioner of Indian Affairs	United States--Washington, D.C.		1897		Colville Indian Agency, Miles, Washington, August 15, 1897&lt;BR&gt;Report to Commissioner of Indian Affairs&lt;BR&gt;Alternative tribal name forms: Coeur d'Alene Indians	Indians of North America--Census; Indians of North America--Population; Indians of North America--Employment; Indians of North America--Economic conditions; Skitswish Indians; Indians of North America--Cultural assimilation; Indians of North America--Social conditions; Indians of North America--Education; Schools; Boarding schools; Catholic schools; Missionaries; Catholic Church--Missions; Presbyterian Church--Missions; Indian courts; Indian police; Crime; Whiskey industry; Criminal justice, Administration of; Indians of North America--Agriculture	United States--Washington (State)--Colville Indian Reservation&lt;BR&gt;United States--Idaho--Coeur d'Alene Indian Reservation&lt;BR&gt;United States--Washington (State)--Spokane Indian Reservation	text; report	Annual Reports of the Department of the Interior, Fiscal Year Ended June 30, 1897.  Report of the Commissioner of Indian Affairs, p. 288-291	University of Washington Libraries	University of Washington Libraries	Scanned from bound volumes using a Minolta PS-3000 scanner at 400 dpi at a bit depth of one bit per pixel.&lt;BR&gt;Cropped, sharpened, resized and color-channel balanced in Adobe Photoshop 5.0 and saved in .gif format.		http://content.lib.washington.edu/aipnw/copyrights.html	http://content.lib.washington.edu/aipnw	text/xml (Content 2.3)	Special Collections			American Indians of the Pacific Northwest -- Textual Portion		11/18/2015	11/18/2015	http://cdm16786.contentdm.oclc.org/cdm/ref/collection/lctext/id/1156	1156	1156.cpd	/lctext/image/1156.cpd
Report of Colville Agency	Anderson, Albert M.	United States.  Office of the Commissioner of Indian Affairs	United States--Washington, D.C.		1898		Colville Indian Agency, Miles, Washington, August 20, 1898&lt;BR&gt;Report to Commissioner of Indian Affairs&lt;BR&gt;Alternative tribal name forms: Coeur d'Alene Indians, Lake Indians	Indians of North America--Education; Indians of North America--Census; Indians of North America--Population; Indians of North America--Social life and customs; Indians of North America--Social conditions; Sinkiuse-Columbia Indians; Moses, Chief,  ca. 1829-1899; Joseph,  Nez Perce Chief,  1840-1904; Shamans; Nespelim Indians; Sanpoil Indians; Okanagan Indians; Spokane Indians; Skitswish Indians; Colville Indians; Indians of North America--Employment; Indian courts; Crime; Criminal justice, Administration of; Schools; Nez Perce Indians	United States--Washington (State)--Colville Indian Reservation&lt;BR&gt;United States--Washington (State)--Spokane Indian Reservation&lt;BR&gt;United States--Idaho--Coeur d'Alene Indian Reservation	text; report	Department of the Interior for the Fiscal Year Ended June 30, 1898. Report of the Commissioner of Indian Affairs, p. 296-300	University of Washington Libraries	University of Washington Libraries	Scanned from bound volumes using a Minolta PS-3000 scanner at 400 dpi at a bit depth of one bit per pixel.&lt;BR&gt;Cropped, sharpened, resized and color-channel balanced in Adobe Photoshop 5.0 and saved in .gif format.		http://content.lib.washington.edu/aipnw/copyrights.html	http://content.lib.washington.edu/aipnw	text/xml (Content 2.3)	Special Collections			American Indians of the Pacific Northwest -- Textual Portion		11/18/2015	11/18/2015	http://cdm16786.contentdm.oclc.org/cdm/ref/collection/lctext/id/1178	1178	1178.cpd	/lctext/image/1178.cpd
Report of the Commissioner of Indian Affairs -- Removal of Chamberlain Family from Coeur d'Alene Reservation, Idaho	Jones, W. A.	United States.  Office of the Commissioner of Indian Affairs	United States--Washington, D.C.		1899		Department of the Interior, Office of Indian Affairs, Washington, D. C., September 30, 1899&lt;BR&gt;Report to Secretary of the Interior&lt;BR&gt;Alternative tribal name forms: Coeur d'Alene Indians	Land settlement--Law and legislation; Trespass--Law and legislation; Skitswish Indians; Indians of North America--Land tenure	United States--Idaho--Coeur d'Alene Indian Reservation	text; report	Annual Reports of the Department of the Interior for the Fiscal Year Ended June 30, 1899. Report of the Commissioner of Indian Affairs. Part I, p. 83-84	University of Washington Libraries	University of Washington Libraries	Scanned from bound volumes using a Minolta PS-3000 scanner at 400 dpi at a bit depth of one bit per pixel.&lt;BR&gt;Cropped, sharpened, resized and color-channel balanced in Adobe Photoshop 5.0 and saved in .gif format.		http://content.lib.washington.edu/aipnw/copyrights.html	http://content.lib.washington.edu/aipnw	text/xml (Content 2.3)	Special Collections			American Indians of the Pacific Northwest -- Textual Portion		5/3/2019	5/3/2019	http://cdm16786.contentdm.oclc.org/cdm/ref/collection/lctext/id/1194	1194	1194.cpd	/lctext/image/1194.cpd
Report of Colville Agency	Anderson, Albert M.	United States.  Office of the Commissioner of Indian Affairs	United States--Washington, D.C.		1899		Colville Indian Agency, Miles, Washington, August 25, 1899&lt;BR&gt;Report to Commissioner of Indian Affairs&lt;BR&gt;Alternative tribal name forms: Coeur d'Alene Indians	Indians of North America--Government relations; Indians of North America--Social conditions; Indians of North America--Census; Indians of North America--Cultural assimilation; Indians of North America--Land tenure; Indians of North America--Population; Moses, Chief,  ca. 1829-1899; Sinkiuse-Columbia Indians; Nez Perce Indians; Joseph,  Nez Perce Chief,  1840-1904; Skitswish Indians; Spokane Indians; Indian allotments	United States--Idaho--Coeur d'Alene Indian Reservation&lt;BR&gt;United States--Washington (State)--Colville Indian Reservation&lt;BR&gt;United States--Washington (State)--Spokane Indian Reservation	text; report	Annual Reports of the Department of the Interior for the Fiscal Year Ended June 30, 1899. Report of the Commissioner of Indian Affairs. Part I, p. 353-355	University of Washington Libraries	University of Washington Libraries	Scanned from bound volumes using a Minolta PS-3000 scanner at 400 dpi at a bit depth of one bit per pixel.&lt;BR&gt;Cropped, sharpened, resized and color-channel balanced in Adobe Photoshop 5.0 and saved in .gif format.		http://content.lib.washington.edu/aipnw/copyrights.html	http://content.lib.washington.edu/aipnw	text/xml (Content 2.3)	Special Collections			American Indians of the Pacific Northwest -- Textual Portion		11/18/2015	11/18/2015	http://cdm16786.contentdm.oclc.org/cdm/ref/collection/lctext/id/1204	1204	1204.cpd	/lctext/image/1204.cpd
Report of  Colville Agency	Anderson, Albert M.	United States.  Office of the Commissioner of Indian Affairs	United States--Washington, D.C.		1902		Colville Indian Agency, Miles, Washington, September 2, 1902&lt;BR&gt;Report to Commissioner of Indian Affairs&lt;BR&gt;Includes report of school superintendent&lt;BR&gt;Alternative tribal name forms: Coeur d'Alene Indians	Skitswish Indians; Spokane Indians; Indian allotments; Indian reservations--Law and legislation; Mines and mineral resources; Schools; Boarding schools; Catholic Church--Missions; Indians of North America--Census; Indians of North America--Education; Indian reservations--Employees; Indians of North America--Population; Vocational education; Indian students; Indians of North America--Land tenure	United States--Washington (State)--Colville Indian Reservation&lt;BR&gt;United States--Idaho--Coeur d'Alene Indian Reservation&lt;BR&gt;United States--Washington (State)--Spokane Indian Reservation	text; report	Annual Reports of the Department of the Interior for the Fiscal Year Ended June 30, 1902. Indian Affairs. Part I. Report of the Commissioner and Appendixes. p. 354-356	University of Washington Libraries	University of Washington Libraries	Scanned from bound volumes using a Minolta PS-3000 scanner at 400 dpi at a bit depth of one bit per pixel.&lt;BR&gt;Cropped, sharpened, resized and color-channel balanced in Adobe Photoshop 5.0 and saved in .gif format.		http://content.lib.washington.edu/aipnw/copyrights.html	http://content.lib.washington.edu/aipnw	text/xml (Content 2.3)	Special Collections			American Indians of the Pacific Northwest -- Textual Portion		2/8/2014	2/8/2014	http://cdm16786.contentdm.oclc.org/cdm/ref/collection/lctext/id/1295	1295	1295.cpd	/lctext/image/1295.cpd
Notes and Documents: The Jesuits and the Coeur d'Alene Treaty of 1858	Bischoff, William N.&lt;BR&gt;Gates, Charles M.	University of Washington	United States--Washington (State)--Seattle		1943		Alternative tribal name forms: Coeur d'Alene Indians	Skitswish Indians--Treaties; Coeur d'Alene War, 1858; Indians of North America--Wars; Paloos Indians; Spokane Indians; Steptoe, Edward Jenner,  1816-1865; Jesuits; Catholic Church--Clergy	United States--Washington (State)	text; article	Pacific Northwest Quarterly, 1943, Vol. 34, No. 2, p. 169-181	University of Washington Libraries	University of Washington Libraries			http://content.lib.washington.edu/aipnw/copyrights.html	http://content.lib.washington.edu/aipnw	text/xml (Content 2.3)	Special Collections			American Indians of the Pacific Northwest -- Textual Portion		11/18/2015	11/18/2015	http://cdm16786.contentdm.oclc.org/cdm/ref/collection/lctext/id/1500	1500	1500.cpd	/lctext/image/1500.cpd
The Jesuits, the Northern Indians, and the Nez Perce War of 1877	Burns, Ignatius	University of Washington	United States--Washington (State)--Seattle		1951		Alternative tribal name forms: Coeur d'Alene Indians, Flathead Indians	Nez Perce Indians--Wars, 1877; Indians of North America--Religion; Jesuits; Missionaries; Church work with Indians; Catholic Church--Clergy; Catholic Church--Missions; Charlot,  Kalispel Chief,  ca. 1831-1900; Joseph,  Nez Perce Chief,  1840-1904; Skitswish Indians; Salish Indians	United States--Idaho&lt;BR&gt;United States--Montana	text; article	Pacific Northwest Quarterly, 1951, Vol. 42, No. 1, p. 40-76	University of Washington Libraries	University of Washington Libraries			http://content.lib.washington.edu/aipnw/copyrights.html	http://content.lib.washington.edu/aipnw	text/xml (Content 2.3)	Special Collections			American Indians of the Pacific Northwest -- Textual Portion		11/18/2015	11/18/2015	http://cdm16786.contentdm.oclc.org/cdm/ref/collection/lctext/id/1509	1509	1509.cpd	/lctext/image/1509.cpd
